"id","readable_id","title","draft_type","total_picks","total_drafters","total_hosts","episode_number","draft_status","created_at_utc","updated_at_utc","is_patreon_only","episode_type"
df4198f1-2485-40e9-a5c9-93ee31b754fc,333,Horror Comedy mini-Mega,1,11,3,2,"205",3,2025-03-20 11:55:42.455 -0400,,false,0
df6bfdfa-cc83-4e40-bde9-d66e4e9b4d1e,334,Black Queer Films,0,7,2,2,"218",3,2025-03-20 11:55:42.530 -0400,,false,0
e0ca89da-528c-4631-94fe-89d108063da0,335,Mistaken Identity,0,7,2,2,"83",3,2025-03-20 11:55:41.876 -0400,,false,0
e10a8657-55d6-49df-84cf-0fd5a101bae2,336,Gators & Crocs,0,7,2,2,"175",3,2025-03-20 11:55:42.311 -0400,,false,0
e1e1502e-06d6-44a9-822f-92a58095be0b,337,Quentin Tarantino,0,7,2,2,"17",3,2025-03-20 11:55:41.667 -0400,,false,0
e2172e6c-0165-40eb-a165-bb473cb880f4,338,Richard Donner,0,7,2,2,"3",3,2025-03-20 11:55:43.637 -0400,,false,2
e2ed2564-0dd0-4a1a-9f68-6e9d50ce84b2,339,Castaways,0,7,2,2,"292",3,2025-03-20 11:55:43.003 -0400,,false,0
e3644e64-ef20-4f20-8ff7-57ff104b9ee9,340,Criterion World Cinema Project,0,7,2,2,"263",3,2025-03-20 11:55:42.812 -0400,,false,0
e3b750bf-67e8-4847-bcea-e4f912c9db89,341,"21st Century Australian",0,7,2,2,"148",3,2025-03-20 11:55:42.159 -0400,,false,0
e3d99cec-9166-4d12-b098-3f83aff5bb96,342,"1997 Mini-Mega",1,13,4,2,"186",3,2025-03-20 11:55:42.359 -0400,,false,0
e4c30359-19a9-4f4b-9a36-8b4c017af230,343,Animals Attack!,0,7,2,2,"87",3,2025-03-20 11:55:41.889 -0400,,false,0
e4f2dba1-a89a-4202-84a4-c1560ec86b89,344,Supernatural Kids,0,7,2,2,"287",3,2025-03-20 11:55:42.968 -0400,,false,0
